Edad,Genero,Peso (kg),Altura (m),Maximo_LATIDOS_POR_MINUTO,Promedio_LATIDOS_POR_MINUTO,Reposo_LATIDOS_POR_MINUTO,Duracion_Sesion (horas),Calorias_Quemadas,Tipo_Entrenamiento,Porcentaje_Grasa,Agua (litros),Frecuencia (dias/semanal),Nivel_Experiencia,Indice_De_Masa_Corporal
28,Female,"63,0","1,62",196,147,55,"0,68","598,4",Cardio,2773740773832140000%,"1,9",2,1,"24,0"
28,Male,"128,6","1,86",173,158,71,"1,06","761,9",Yoga,332855211820979000%,"3,29",4,2,"37,2"
28,Female,"76,1","1,62",161,163,70,"1,15","1519,3",HIIT,2746041911139670000%,"2,31",3,2,"29,0"
28,Male,"71,7","1,68",192,140,63,"1,46","1051,2",Yoga,262576062239030000%,"1,51",4,2,"25,4"
28,Female,"68,2","1,67",171,157,74,"0,62","613,8",Strength,243358293818240000%,"2,31",3,1,"24,5"
28,Female,"71,4","1,67",192,140,63,"1,47","1059,3",Yoga,2702305380767300%,"1,5",4,2,"25,6"
28,Female,"73,4","1,67",197,147,74,"1,13","1217,4",Strength,263761435016722000%,"2,2",3,2,"26,3"
28,Female,"58,3","1,99",198,135,65,"1,31","1730,6",HIIT,179805895596094000%,"2,99",4,2,"14,7"
28,Male,"66,2","1,9",175,158,56,"1,18","778,8",Yoga,190817664665383000%,"3,01",3,1,"18,3"
28,Female,"72,6","1,67",197,147,74,"1,13","1221,4",Strength,246370874350283000%,"2,21",3,2,"26,0"
28,Male,"67,2","1,67",171,157,74,"0,61","738,1",HIIT,241089952969643000%,"2,26",3,1,"24,1"
28,Male,"80,6","1,59",181,131,54,"1,49","1968,4",HIIT,320831493204912000%,"1,5",3,2,"31,9"
28,Female,"78,2","1,63",185,154,59,"1,1","792,0",Yoga,330884617415811000%,"1,81",3,2,"29,4"
28,Female,"58,5",2,198,135,65,"1,31","1727,8",HIIT,182882517206548000%,3,4,2,"14,6"
28,Female,"70,0","1,59",182,135,50,"1,49","1430,4",Cardio,2799882771536960000%,"2,01",3,2,"27,7"
28,Male,"82,0","1,66",174,153,50,"1,07","1027,2",Cardio,3051013283999540000%,"3,5",4,2,"29,8"
28,Male,"66,0","1,9",175,158,56,"1,18","1429,1",HIIT,213896936304548000%,3,3,1,"18,3"
28,Female,"70,5","1,59",182,135,50,"1,49","1611,9",Strength,276587078438267000%,2,3,2,"27,9"
28,Male,"79,2","1,59",181,130,54,"1,48","1952,0",HIIT,3112773098659170000%,"1,5",3,2,"31,3"
28,Female,"51,9","1,61",168,164,70,"1,31","942,4",Yoga,2088398465608940000%,2,3,2,"20,0"
28,Female,"52,2","1,61",168,164,70,"1,32","1745,3",HIIT,26210662014505200%,"2,01",3,2,"20,1"
28,Male,"63,0","1,62",196,147,55,"0,68","448,4",Yoga,2553910253445180000%,"1,89",2,1,"24,0"
28,Female,"128,2","1,86",173,158,71,"1,07","1411,2",HIIT,3500%,"3,31",4,2,"37,0"
28,Male,"63,2","1,62",196,148,55,"0,68","823,6",HIIT,281225908253651000%,"1,89",2,1,"24,1"
28,Male,"82,0","1,66",174,153,50,"1,09","784,2",Yoga,2863103019970960000%,"3,5",4,2,"29,7"
28,Female,"71,0","1,67",192,140,63,"1,46","1401,6",Cardio,2759998561913040000%,"1,5",4,2,"25,4"
28,Male,"84,7","1,79",182,138,55,"1,36","979,2",Yoga,248222325677800000%,"2,3",4,2,"26,4"
28,Female,"84,8","1,79",182,138,55,"1,35","1459,2",Strength,279355843453221000%,"2,28",4,2,"26,5"
28,Male,"70,8","1,67",192,140,63,"1,46","1925,6",HIIT,2808140276467940000%,"1,5",4,2,"25,4"
28,Female,"63,3","1,6",178,129,62,"1,1","1452,0",HIIT,248323360964921000%,"1,7",3,2,"24,7"
28,Male,"72,4","1,67",197,147,74,"1,13","1221,4",Strength,2698424419278200000%,"2,22",3,2,"26,0"
28,Male,"54,1","1,79",192,159,67,2,"2078,4",Cardio,1854768021950120000%,"2,71",5,3,"16,9"
28,Male,"102,0","1,84",169,136,64,"1,08","953,0",Cardio,322563900276769000%,"2,69",3,1,"30,1"
28,Female,"87,1","1,76",197,122,60,"1,19","1284,1",Strength,2607190094158040000%,"3,5",3,2,"28,1"
28,Male,"102,1","1,84",169,136,64,"1,08","1068,2",Strength,333511175881884000%,"2,7",3,1,"30,2"
28,Male,"62,1","1,6",178,129,62,"1,11","1198,8",Strength,244963304720122000%,"1,72",3,2,"24,3"
28,Female,"82,3","1,66",174,152,50,"1,08","776,3",Yoga,323536608395214000%,"3,52",4,2,"29,9"
28,Male,"62,5","1,62",196,147,55,"0,68","599,5",Cardio,28371163622410900%,"1,9",2,1,"23,8"
28,Male,"62,5","1,6",178,129,62,"1,09","1177,2",Strength,321997583069928000%,"1,68",3,2,"24,4"
28,Male,"87,2","1,79",164,134,68,"1,29","1393,2",Strength,2866202180008130000%,"3,7",4,2,"27,2"
28,Female,"67,8","1,67",171,157,74,"0,61","537,3",Cardio,279691339012411000%,"2,3",3,1,"24,3"
28,Male,"85,1","1,79",182,138,55,"1,34","1771,8",HIIT,251036810828748000%,"2,31",4,2,"26,6"
28,Male,"78,5","1,63",185,154,59,"1,1","792,0",Yoga,278796487570888000%,"1,8",3,2,"29,5"
28,Female,"65,3","1,9",175,158,56,"1,18","1038,4",Cardio,21476224409239200%,3,3,1,"18,1"
28,Male,"58,1",2,197,135,65,"1,32","950,4",Yoga,185196985252884000%,"3,02",4,2,"14,5"
28,Male,"70,2","1,58",182,135,50,"1,51","1448,4",Cardio,252611958460880000%,2,3,2,"28,1"
28,Female,"87,3","1,76",197,121,60,"1,2","1586,6",HIIT,300355502850622000%,"3,51",3,2,"28,2"
28,Male,"72,2","1,67",192,140,63,"1,47","1058,4",Yoga,230520061193060000%,"1,51",4,2,"25,9"
28,Male,"66,1","1,9",175,158,56,"1,18","1165,0",Strength,219466797408386000%,"3,01",3,1,"18,3"
28,Male,"69,6","1,58",182,135,50,"1,49","1968,4",HIIT,304808544438357000%,2,3,2,"27,9"
28,Male,"69,5","1,58",182,135,50,"1,5","1616,0",Strength,293983606689074000%,2,3,2,"27,8"
28,Female,"122,1","1,94",185,127,52,"1,02","977,6",Cardio,318683687250663000%,"2,62",4,2,"32,4"
28,Female,"62,5","1,6",178,129,62,"1,1","1189,0",Strength,228039925406927000%,"1,71",3,2,"24,4"
28,Female,"51,8","1,61",168,164,70,"1,31","1414,8",Strength,2252830590692030000%,"2,02",3,2,"20,0"
28,Male,"114,0","1,87",184,166,55,"1,05","1134,0",Strength,310346126341195000%,"3,21",3,2,"32,6"
28,Male,"55,8","1,5",193,128,56,"1,94","2269,8",Strength,2718474124911860000%,"2,7",5,3,"24,8"
28,Male,"67,1","1,67",171,157,74,"0,61","537,3",Cardio,230028415159647000%,"2,29",3,1,"24,1"
28,Female,"65,6","1,9",175,158,56,"1,18","1038,4",Cardio,2047244912404420000%,3,3,1,"18,2"
28,Female,"85,3","1,79",182,138,55,"1,36","980,8",Yoga,2515870640258720000%,"2,3",4,2,"26,6"
28,Male,"75,8","1,62",161,162,70,"1,17","1544,4",HIIT,299665342094790000%,"2,31",3,2,"28,9"
28,Male,"67,8","1,67",171,157,74,"0,62","613,8",Strength,2535548155074400000%,"2,29",3,1,"24,3"
28,Female,"94,8","1,86",174,141,52,"0,65","429,0",Yoga,2867644538357570000%,"2,47",2,1,"27,4"
28,Male,"102,3","1,84",169,136,64,"1,08","1306,8",HIIT,3041390164134290000%,"2,69",3,1,"30,2"
28,Male,"67,8","1,67",171,157,74,"0,62","409,6",Yoga,2747699979514930000%,"2,29",3,1,"24,3"
28,Male,"70,6","1,58",182,135,50,"1,5","1077,3",Yoga,315741153790200000%,"2,01",3,2,"28,3"
28,Female,"129,1","1,86",173,158,71,"1,07","771,0",Yoga,347999939563392000%,"3,32",4,2,"37,3"
28,Male,"80,1","1,59",181,130,54,"1,5","1080,0",Yoga,299683389298126000%,"1,47",3,2,"31,7"
28,Male,"52,1","1,61",168,164,70,"1,34","1288,5",Cardio,1906793015366620000%,2,3,2,"20,1"
28,Male,"108,4","1,8",183,120,68,"1,33","1438,8",Strength,3315400319000620000%,"2,1",4,2,"33,5"
28,Female,"54,8","1,79",192,159,67,"1,99","2843,5",HIIT,170636989724179000%,"2,72",5,3,"17,1"
28,Female,"79,9","1,59",181,130,54,"1,48","1955,2",HIIT,3175157999438910000%,"1,51",3,2,"31,6"
28,Female,"55,5","1,5",193,128,56,"1,95","1522,2",Yoga,2505899272231610000%,"2,72",5,3,"24,7"
28,Female,"114,3","1,87",184,166,55,"1,05","1382,5",HIIT,322999575725004000%,"3,2",3,2,"32,7"
28,Female,"77,1","1,62",161,162,70,"1,16","1529,9",HIIT,3116211081301990000%,"2,31",3,2,"29,4"
28,Male,"63,1","1,62",196,146,55,"0,67","663,9",Strength,208839844045729000%,"1,9",2,1,"24,1"
28,Female,"128,6","1,86",173,158,71,"1,06","1145,8",Strength,3500%,"3,29",4,2,"37,2"
28,Female,"128,9","1,86",173,158,71,"1,06","763,2",Yoga,3500%,"3,28",4,2,"37,3"
28,Male,"122,3","1,94",185,127,52,"1,04","999,2",Cardio,326463023803955000%,"2,61",4,2,"32,5"
28,Male,"55,4","1,79",192,159,67,2,"1557,6",Yoga,2328074058162700000%,"2,68",5,3,"17,3"
28,Male,"76,6","1,62",161,162,70,"1,16","1531,2",HIIT,2858713160977960000%,"2,31",3,2,"29,2"
28,Female,"67,2","1,67",171,157,74,"0,61","401,9",Yoga,250216221474290000%,"2,3",3,1,"24,1"
28,Male,"78,8","1,63",186,154,59,"1,11","1066,5",Cardio,3113687337304400000%,"1,81",3,2,"29,6"
28,Male,"101,4","1,84",169,136,64,"1,08","1306,8",HIIT,315676060114531000%,"2,7",3,1,"29,9"
28,Male,"114,5","1,87",184,166,55,"1,04","1123,2",Strength,3367930165258330000%,"3,22",3,2,"32,8"
28,Female,"55,8","1,5",193,128,56,"1,93","2762,0",HIIT,240745642677431000%,"2,7",5,3,"24,8"
28,Male,"83,9","1,79",182,138,55,"1,33","1435,2",Strength,269299073193782000%,"2,3",4,2,"26,2"
28,Male,"70,1","1,58",182,135,50,"1,48","1419,6",Cardio,288521544560045000%,2,3,2,"28,1"
28,Male,"54,8","1,79",192,159,67,2,"1561,2",Yoga,216012905273777000%,"2,69",5,3,"17,1"
28,Male,"109,1","1,79",183,120,68,"1,33","1757,1",HIIT,3500%,"2,11",4,2,"34,0"
28,Female,"67,2","1,66",171,157,74,"0,61","737,4",HIIT,255023960939734000%,"2,28",3,1,"24,4"
28,Female,"62,1","1,6",179,129,62,"1,1","1187,0",Strength,2307145959651320000%,"1,71",3,2,"24,3"
28,Female,"67,2","1,67",171,157,74,"0,59","390,8",Yoga,293650853375220000%,"2,28",3,1,"24,1"
28,Male,"87,3","1,76",197,121,60,"1,2","1299,2",Strength,2454013449454400%,"3,49",3,2,"28,2"
28,Male,"79,5","1,59",181,130,54,"1,48","1950,3",HIIT,3237572248430640000%,"1,51",3,2,"31,5"
28,Male,"73,1","1,67",197,147,74,"1,12","1073,4",Cardio,251441153794879000%,"2,22",3,2,"26,2"
28,Female,"107,9","1,79",183,120,68,"1,33","1434,0",Strength,3360023993367030000%,"2,1",4,2,"33,7"
28,Male,"73,2","1,67",197,147,74,"1,12","1478,4",HIIT,286475853338871000%,"2,21",3,2,"26,2"
28,Female,"52,7","1,61",168,164,70,"1,32","1743,9",HIIT,2472547664018330000%,"2,03",3,2,"20,3"
28,Male,"84,8","1,79",182,138,55,"1,34","1287,5",Cardio,2390761772645770000%,"2,3",4,2,"26,5"
28,Female,"72,5","1,68",197,147,74,"1,13","1085,7",Cardio,2813025558226050000%,"2,2",3,2,"25,7"
28,Male,"79,6","1,59",181,130,54,"1,49","1071,0",Yoga,2946516226373070000%,"1,49",3,2,"31,5"
28,Female,"58,8",2,198,135,65,"1,32","1426,8",Strength,169326884109258000%,"2,99",4,2,"14,7"
28,Female,"86,0","1,76",197,121,60,"1,2","1293,8",Strength,237364155788390000%,"3,51",3,2,"27,8"
28,Female,"101,8","1,84",169,136,64,"1,08","1306,8",HIIT,2751129783176070000%,"2,7",3,1,"30,1"
28,Female,"108,1","1,79",183,120,68,"1,34","1289,6",Cardio,3500%,"2,09",4,2,"33,8"
28,Female,"86,7","1,76",197,121,60,"1,2","1152,0",Cardio,273548050467492000%,"3,49",3,2,"28,0"
28,Male,"70,9","1,66",192,140,63,"1,46","1053,8",Yoga,315523334328282000%,"1,5",4,2,"25,7"
28,Male,"129,0","1,85",173,158,71,"1,05","1388,3",HIIT,3500%,"3,32",4,2,"37,7"
28,Male,"58,5",2,198,135,65,"1,32","1425,6",Strength,1446602059212280000%,"2,99",4,2,"14,6"
28,Female,"69,3","1,58",182,135,50,"1,5","1618,7",Strength,2876288614674990000%,"1,99",3,2,"27,7"
28,Male,"80,6","1,66",174,153,50,"1,1","792,0",Yoga,312147378431810000%,"3,49",4,2,"29,2"
28,Female,"102,1","1,84",169,136,64,"1,08","712,8",Yoga,3143822457677610000%,"2,72",3,1,"30,2"
28,Female,"129,3","1,85",173,158,71,"1,06","763,2",Yoga,3500%,"3,31",4,2,"37,8"
28,Male,"85,1","1,79",182,139,55,"1,35","1777,5",HIIT,2777272129105800000%,"2,31",4,2,"26,6"
28,Male,"51,4","1,61",168,164,70,"1,33","1435,2",Strength,2795041666791080000%,"2,01",3,2,"19,8"
28,Female,"80,9","1,66",174,153,50,"1,09","1442,4",HIIT,293376999660887000%,"3,49",4,2,"29,4"
28,Female,"87,0","1,78",164,134,68,"1,29","1393,2",Strength,287642080686680000%,"3,7",4,2,"27,5"
28,Female,"127,9","1,86",173,158,71,"1,06","1143,9",Strength,3500%,"3,29",4,2,"37,0"
28,Female,"76,9","1,61",161,162,70,"1,16","1531,2",HIIT,3195797021616290000%,"2,32",3,2,"29,7"
28,Female,"127,8","1,86",173,158,71,"1,06","1402,7",HIIT,3500%,"3,28",4,2,"37,0"
28,Male,"55,9","1,79",192,159,67,"1,99","2330,1",Strength,2051757738542920000%,"2,7",5,3,"17,4"
28,Male,"54,9","1,79",192,159,67,"1,99","2331,9",Strength,1688154403881010000%,"2,7",5,3,"17,1"
28,Male,"72,7","1,67",197,147,74,"1,12","1074,3",Cardio,263595969719936000%,"2,2",3,2,"26,1"
28,Female,"62,5","1,62",196,147,55,"0,69","683,1",Strength,260644344865718000%,"1,9",2,1,"23,8"
28,Female,"71,6","1,67",191,140,63,"1,47","1058,4",Yoga,260723765358994000%,"1,52",4,2,"25,7"
28,Female,"78,8","1,63",185,154,59,"1,11","1199,8",Strength,2939383392964930000%,"1,84",3,2,"29,7"
28,Male,"55,9","1,5",193,128,56,"1,95","2031,1",Cardio,322725322392203000%,"2,69",5,3,"24,8"
28,Male,"76,8","1,62",161,162,70,"1,16","1111,7",Cardio,2971707171592560000%,"2,29",3,2,"29,3"
28,Female,"69,1","1,58",182,135,50,"1,49","1073,7",Yoga,293990793002863000%,"2,01",3,2,"27,7"
28,Female,"86,6","1,78",164,134,68,"1,31","1416,0",Strength,276716700751765000%,"3,7",4,2,"27,3"
28,Female,"69,1","1,58",182,135,50,"1,49","1073,7",Yoga,285090264675763000%,2,3,2,"27,7"
28,Female,"52,3","1,61",168,164,70,"1,31","1413,6",Strength,238407568743276000%,2,3,2,"20,2"
28,Female,"58,7",2,198,135,65,"1,32","950,4",Yoga,192151131257001000%,"2,98",4,2,"14,7"
28,Male,"87,5","1,76",197,121,60,"1,2","1297,1",Strength,288570656139327000%,"3,51",3,2,"28,2"
28,Female,"78,3","1,63",185,154,59,"1,11","1196,8",Strength,3305590181428320000%,"1,81",3,2,"29,5"
28,Female,"62,2","1,6",178,129,62,"1,1","1190,0",Strength,2204255321189960000%,"1,72",3,2,"24,3"
28,Male,"84,7","1,79",182,139,55,"1,36","1795,2",HIIT,3032769122973040000%,"2,32",4,2,"26,4"
28,Male,"88,1","1,93",186,142,66,"1,88","1467,5",Yoga,2099155915133580000%,"3,48",5,3,"23,6"
28,Female,"63,0","1,6",178,129,62,"1,09","1175,2",Strength,2791781099535240000%,"1,69",3,2,"24,6"
28,Female,"70,0","1,58",182,135,50,"1,49","1966,8",HIIT,2764935349336850000%,"2,02",3,2,"28,1"
28,Male,"60,4","1,62",181,161,69,"0,86","1039,7",HIIT,2645188810508780000%,"1,9",2,1,"23,0"
28,Female,"114,8","1,87",184,166,55,"1,05","1135,9",Strength,313737452186877000%,"3,2",3,2,"32,8"
28,Female,"55,9","1,5",193,128,56,"1,94","2774,2",HIIT,26665666986625500%,"2,71",5,3,"24,8"
28,Female,"114,1","1,87",183,166,55,"1,06","763,2",Yoga,341418652110553000%,"3,21",3,2,"32,6"
28,Female,"61,4","1,6",178,129,62,"1,1","1189,0",Strength,276047114736885000%,"1,7",3,2,"24,0"
28,Female,"87,4","1,76",197,121,60,"1,2","1580,0",HIIT,270281717755187000%,"3,48",3,2,"28,2"
28,Female,"66,3","1,9",175,158,56,"1,19","1441,2",HIIT,239691536878305000%,"3,02",3,1,"18,4"
28,Female,"81,7","1,66",174,153,50,"1,09","784,2",Yoga,3174598037723090000%,"3,48",4,2,"29,7"
28,Female,"73,5","1,67",197,147,74,"1,14","1232,2",Strength,314678861752345000%,"2,21",3,2,"26,4"
28,Male,"121,9","1,94",185,127,52,"1,03","741,6",Yoga,314703947020218000%,"2,59",4,2,"32,4"
28,Female,"63,7","1,62",196,147,55,"0,68","448,8",Yoga,28512447122815400%,"1,91",2,1,"24,3"
28,Female,"51,9","1,61",168,164,70,"1,31","1257,6",Cardio,2326140580398470000%,"1,98",3,2,"20,0"
28,Female,"102,4","1,84",169,136,64,"1,08","1070,2",Strength,3006963695130140000%,"2,69",3,1,"30,3"
28,Male,"49,1","1,57",168,132,53,"1,33","1434,0",Strength,2474886886376120000%,"2,6",3,2,"19,9"
28,Male,"86,5","1,76",197,121,60,"1,2","1152,0",Cardio,300385008112160000%,"3,49",3,2,"27,9"
28,Female,"109,0","1,79",182,120,68,"1,34","1287,5",Cardio,320960435015653000%,"2,08",4,2,"34,0"
28,Female,"81,3","1,97",159,145,50,"1,65","1284,0",Yoga,2363656666167020000%,"3,5",5,3,"20,9"
28,Male,"55,9","1,5",193,128,56,"1,94","2268,1",Strength,2465203113551540000%,"2,7",5,3,"24,8"
28,Male,"62,3","1,6",178,129,62,"1,11","1069,2",Cardio,2912766285072400000%,"1,71",3,2,"24,3"
28,Male,"58,6",2,198,135,65,"1,32","950,4",Yoga,162564875814773000%,"3,01",4,2,"14,7"
28,Male,"55,2","1,79",192,159,67,"1,99","2071,2",Cardio,2214384200456290000%,"2,72",5,3,"17,2"
28,Male,"66,3","1,91",175,158,56,"1,18","1168,2",Strength,213077268803511000%,3,3,1,"18,2"
28,Female,"55,8","1,5",193,128,56,"1,92","1996,8",Cardio,2297562878842190000%,"2,69",5,3,"24,8"
28,Female,"88,0","1,89",199,137,54,"1,76","1831,8",Cardio,264988658204806000%,"3,49",5,3,"24,6"
28,Male,"66,5","1,9",175,158,56,"1,19","1178,1",Strength,21606307903513400%,"2,98",3,1,"18,4"
28,Male,"114,0","1,87",184,166,55,"1,04","1371,7",HIIT,331104471168170000%,"3,2",3,2,"32,6"
28,Female,"71,8","1,55",189,120,68,"1,2","866,2",Yoga,2777100905970100%,"2,41",4,2,"29,9"
28,Male,"62,4","1,6",177,129,62,"1,09","1438,8",HIIT,238036252810188000%,"1,72",3,2,"24,4"
28,Male,"58,8",2,198,135,65,"1,32","1742,4",HIIT,1723220450154260000%,"3,01",4,2,"14,7"
28,Female,"85,9","1,65",183,128,71,"1,65","2355,9",HIIT,312478728231888000%,"3,52",4,3,"31,6"
28,Male,"87,0","1,78",164,134,68,"1,29","1239,4",Cardio,300565757567736000%,"3,69",4,2,"27,5"
28,Male,"121,0","1,87",188,130,52,"1,31","944,8",Yoga,344656148847062000%,"3,2",4,2,"34,6"
29,Male,"120,5","1,78",197,168,65,"0,77","678,2",Cardio,3500%,"3,41",2,1,"38,0"
29,Female,"120,8","1,77",197,168,65,"0,76","669,4",Cardio,3500%,"3,4",2,1,"38,6"
29,Female,"81,4","1,98",160,146,50,"1,65","1287,0",Yoga,2377588961033340000%,"3,51",5,3,"20,8"
29,Female,"71,2","1,67",192,140,63,"1,46","1401,6",Cardio,2532350242358570000%,"1,49",4,2,"25,5"
29,Female,"87,7","1,89",199,137,54,"1,75","2500,6",HIIT,291529962166551000%,"3,5",5,3,"24,6"
29,Male,"121,2","1,87",188,130,52,"1,32","1267,2",Cardio,347741631856561000%,"3,21",4,2,"34,7"
29,Female,"71,3","1,67",192,140,63,"1,46","1928,8",HIIT,2499383948122040000%,"1,47",4,2,"25,6"
29,Female,"84,9","1,72",187,140,51,"1,78","1855,5",Cardio,2968195442646690000%,"3,5",4,3,"28,7"
29,Female,"69,6","1,58",182,135,50,"1,49","1072,8",Yoga,261031205479351000%,"1,98",3,2,"27,9"
29,Male,"86,7","1,86",177,124,72,"1,52","1779,8",Strength,248855524495607000%,"3,51",4,3,"25,1"
29,Female,"67,4","1,67",171,157,74,"0,61","738,8",HIIT,257126099894547000%,"2,29",3,1,"24,2"
29,Female,"67,9","1,72",171,168,62,"1,1","1189,0",Strength,2193701859697660000%,"1,7",4,2,"23,0"
29,Female,"95,1","1,87",174,141,52,"0,65","642,9",Strength,2981197992536320000%,"2,49",2,1,"27,2"
29,Female,"55,1","1,52",172,123,72,"1,49","1313,6",Cardio,2553697719031230000%,2,3,1,"23,9"
29,Male,"84,8","1,72",187,140,51,"1,79","2561,7",HIIT,30423595301440900%,"3,51",4,3,"28,7"
29,Female,"67,9","1,7",190,150,60,"0,76","668,8",Cardio,271087066245387000%,"2,92",2,1,"23,5"
29,Male,"121,6","1,78",197,168,65,"0,79","521,4",Yoga,3500%,"3,4",2,1,"38,4"
29,Male,"76,4","1,8",175,149,57,"1,31","1256,6",Cardio,198885419374927000%,"1,9",4,2,"23,6"
29,Female,"75,7","1,8",175,149,57,"1,31","1414,8",Strength,2527198795545420000%,"1,91",4,2,"23,4"
29,Male,"94,7","1,86",174,141,52,"0,65","572,5",Cardio,2759715857212070000%,"2,51",2,1,"27,4"
29,Female,"68,4","1,7",190,150,60,"0,77","761,6",Strength,264760520107716000%,"2,91",2,1,"23,7"
29,Female,"87,4","1,86",177,123,72,"1,52","1579,6",Cardio,2750304969571850000%,"3,5",4,3,"25,3"
29,Male,"56,3","1,77",191,123,61,"0,69","607,8",Cardio,196419405874244000%,"2,6",3,1,"18,0"
29,Male,"121,4","1,78",197,168,65,"0,77","763,0",Strength,3500%,"3,39",2,1,"38,3"
29,Female,"72,0","1,67",192,140,63,"1,46","1576,8",Strength,2581505077284410000%,"1,51",4,2,"25,8"
29,Male,"94,6","1,86",174,141,52,"0,64","774,4",HIIT,2769973670738090000%,"2,5",2,1,"27,3"
29,Male,"87,6","1,94",186,142,66,"1,88","2688,4",HIIT,2467028575684190000%,"3,51",5,3,"23,3"
29,Female,"68,3","1,7",189,150,60,"0,76","919,6",HIIT,260092320987302000%,"2,94",2,1,"23,6"
29,Male,"70,9","1,67",192,140,63,"1,46","1575,5",Strength,3117864096321180000%,"1,5",4,2,"25,4"
29,Male,"84,6","1,79",182,138,55,"1,36","1793,7",HIIT,249174772783761000%,"2,29",4,2,"26,4"
29,Male,"86,4","1,65",183,128,71,"1,66","2377,5",HIIT,328191666916084000%,"3,5",4,3,"31,7"
29,Male,"88,0","1,89",199,137,54,"1,74","1815,2",Cardio,253174814475834000%,"3,5",5,3,"24,6"
29,Male,"75,5","1,8",175,149,57,"1,3","1247,0",Cardio,2268214176473990000%,"1,89",4,2,"23,3"
29,Male,"121,0","1,78",197,168,65,"0,77","932,6",HIIT,3500%,"3,42",2,1,"38,2"
29,Male,"67,3","1,7",190,150,60,"0,75","660,6",Cardio,23197343678989600%,"2,92",2,1,"23,3"
29,Male,"88,2","1,89",199,137,54,"1,76","1371,7",Yoga,2489943290206340000%,"3,48",5,3,"24,7"
29,Female,"58,4","1,62",198,122,72,"1,19","1286,3",Strength,309960302574628000%,2,3,2,"22,3"
29,Male,"67,9","1,7",190,150,60,"0,76","751,0",Strength,2232099809649820000%,"2,9",2,1,"23,5"
29,Female,"94,9","1,86",174,141,52,"0,64","422,4",Yoga,3031548875935040000%,"2,53",2,1,"27,4"
29,Female,"55,2","1,52",172,123,72,"1,47","1296,0",Cardio,223935758094262000%,2,3,1,"23,9"
29,Male,"86,1","1,65",183,128,71,"1,66","1293,8",Yoga,344307092244000000%,"3,49",4,3,"31,6"
29,Male,"68,8","1,72",171,168,62,"1,08","1036,8",Cardio,2647204188029180000%,"1,69",4,2,"23,3"
29,Male,"58,0","1,61",198,122,72,"1,21","1602,5",HIIT,2377606248435560000%,2,3,2,"22,4"
29,Female,"69,1","1,72",171,168,62,"1,07","1411,2",HIIT,264863070829991000%,"1,69",4,2,"23,4"
29,Female,"84,7","1,72",187,141,51,"1,78","2547,4",HIIT,2509831635810050000%,"3,5",4,3,"28,6"
29,Female,"56,5","1,77",191,123,61,"0,68","448,0",Yoga,2017555220315150000%,"2,6",3,1,"18,0"
29,Male,"126,1",2,186,152,67,"1,37","1805,4",HIIT,307556251147230000%,"3,09",4,2,"31,5"
29,Female,"59,9","1,62",181,161,69,"0,86","850,6",Strength,244461257338280000%,"1,91",2,1,"22,8"
29,Female,"55,0","1,52",172,123,72,"1,47","1452,7",Strength,277713702078380000%,2,3,1,"23,8"
29,Female,"126,7",2,186,153,67,"1,37","984,8",Yoga,3175509351572830000%,"3,09",4,2,"31,7"
29,Male,"87,8","1,89",199,137,54,"1,75","2047,5",Strength,254753746574404000%,"3,51",5,3,"24,6"
29,Male,"49,2","1,57",168,132,53,"1,33","1757,1",HIIT,2112701921551740000%,"2,62",3,2,"20,0"
29,Male,"56,1","1,77",191,123,61,"0,68","449,2",Yoga,225416262782486000%,"2,59",3,1,"17,9"
29,Female,"59,2","1,61",197,122,72,"1,19","1143,4",Cardio,248753727922300000%,2,3,2,"22,9"
29,Female,"87,9","1,94",186,143,66,"1,89","2702,7",HIIT,2613308906707210000%,"3,5",5,3,"23,4"
29,Male,"62,7","1,6",177,129,62,"1,09","1047,3",Cardio,2685142644822000000%,"1,71",3,2,"24,5"
29,Male,"76,3","1,8",175,148,57,"1,31","941,6",Yoga,2701660508588630000%,"1,91",4,2,"23,5"
29,Male,"121,5","1,78",197,168,65,"0,77","934,2",HIIT,3500%,"3,42",2,1,"38,4"
29,Male,"126,3",2,186,152,67,"1,36","1468,8",Strength,2867075252037790000%,"3,09",4,2,"31,6"
29,Male,"82,3","1,99",162,126,54,"1,45","958,7",Yoga,2169123356251940000%,"3,2",2,1,"20,8"
29,Female,"82,1","1,99",162,127,54,"1,45","1754,5",HIIT,267112192319865000%,"3,21",2,1,"20,7"
29,Female,"60,8","1,62",181,161,69,"0,85","747,3",Cardio,2325610847195260000%,"1,91",2,1,"23,2"
29,Female,"87,7","1,89",199,137,54,"1,74","2492,0",HIIT,223799136844080000%,"3,51",5,3,"24,6"
29,Female,"86,4","1,62",174,122,55,"1,52","1185,6",Yoga,3500%,"3,51",4,3,"32,9"
29,Male,"72,5","1,55",190,120,68,"1,2","864,0",Yoga,307664668478526000%,"2,42",4,2,"30,2"
29,Female,"120,2","1,87",188,130,52,"1,3","936,0",Yoga,3500%,"3,19",4,2,"34,4"
29,Male,"71,7","1,54",190,120,68,"1,2","861,8",Yoga,309170585089842000%,"2,4",4,2,"30,2"
29,Female,"125,2",2,186,152,67,"1,36","978,4",Yoga,317306859528153000%,"3,09",4,2,"31,3"
29,Female,"126,5",2,186,152,67,"1,36","1467,6",Strength,3051047975083430000%,"3,09",4,2,"31,6"
